Exercise;Short YouTube Demonstration;In-Depth YouTube Explanation;Difficulty Level;Target Muscle Group ;Prime Mover Muscle;Secondary Muscle;Tertiary Muscle;Primary Equipment ;# Primary Items;Secondary Equipment;# Secondary Items;Posture;Single or Double Arm;Continuous or Alternating Arms ;Grip;Load Position (Ending);Continuous or Alternating Legs ;Foot Elevation;Combination Exercises;Movement Pattern #1;Movement Pattern #2;Movement Pattern #3;Plane Of Motion #1;Plane Of Motion #2;Plane Of Motion #3;Body Region;Force Type;Mechanics;Laterality;Primary Exercise Classification
Bodyweight Alternating Lateral Lunge;https://youtu.be/FvJS_MSN4Lo?si=Z7h-t5HEEQC6trw6;https://youtu.be/FvJS_MSN4Lo?si=Z7h-t5HEEQC6trw6;Beginner;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Bodyweight;1;None;0;Standing;No Arms;Continuous;No Grip;No Load;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bodyweight Alternating Forward Lunge;https://youtu.be/0RqJM6GM5bg?si=eL5TvNrMzUaI1oOW;https://youtu.be/0RqJM6GM5bg?si=eL5TvNrMzUaI1oOW;Beginner;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Bodyweight;1;None;0;Standing;No Arms;Continuous;No Grip;No Load;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bodyweight Alternating Reverse Lunge;https://youtu.be/OX0fKkaY6_c?si=T0Ta2iyvXrGIGA7w;https://youtu.be/OX0fKkaY6_c?si=T0Ta2iyvXrGIGA7w;Beginner;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Bodyweight;1;None;0;Standing;No Arms;Continuous;No Grip;No Load;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Macebell Order Cyclist Squat;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Soleus;Macebell;1;Slant Board;1;Standing;Double Arm;Continuous;Neutral;Order;Continuous;Heels Elevated;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Bilateral;Bodybuilding
Double Dumbbell Overhead Squat;https://youtu.be/iGLwbS5aHY4?si=f7TNizeYPw8xX1xR;https://youtu.be/iGLwbS5aHY4?si=f7TNizeYPw8xX1xR;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;;Dumbbell;2;None;0;Standing;Double Arm;Continuous;Neutral;Overhead;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Bilateral;Bodybuilding
Single Arm Dumbbell Overhead Squat;https://youtu.be/SokWJEUYgfc?si=OWsmg8u6_2Xz09z9;https://youtu.be/SokWJEUYgfc?si=OWsmg8u6_2Xz09z9;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;;Dumbbell;1;None;0;Standing;Single Arm;Continuous;Neutral;Overhead;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Macebell Order Squat;0;0;Beginner;Quadriceps;Quadriceps Femoris;Gluteus Maximus;;Macebell;1;None;0;Standing;Double Arm;Continuous;Neutral;Order;Continuous;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Bilateral;Unsorted*
Double Dumbbell Front Rack Bulgarian Split Squat;https://youtu.be/6DO1p1pOAwM?si=zeLSk3SSoVkoP_B9;https://youtu.be/6DO1p1pOAwM?si=zeLSk3SSoVkoP_B9;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;2;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Double Dumbbell Overhead Bulgarian Split Squat;https://youtu.be/7rGFnvK6KkE?si=SL3VLXM4o_8TDV_0;https://youtu.be/7rGFnvK6KkE?si=SL3VLXM4o_8TDV_0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;2;Bench (Flat);1;Single Leg Supported;Double Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Bulgarian Split Squat;0;0;Advanced;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Overhead;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Bulgarian Split Squat;https://youtu.be/iylKd9ymBQE?si=D_mNdhDHgU7B8xbD;https://youtu.be/iylKd9ymBQE?si=D_mNdhDHgU7B8xbD;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Bulgarian Split Squat;https://youtu.be/7oQoOglG_cA?si=JLNoB9O2s2KyOAf1;https://youtu.be/7oQoOglG_cA?si=JLNoB9O2s2KyOAf1;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Suitcase;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Bulgarian Split Squat;https://youtu.be/-vKdvtdkRRc?si=CPo0dP5KaIc0TJu5;https://youtu.be/-vKdvtdkRRc?si=CPo0dP5KaIc0TJu5;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Contralateral;Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Bulgarian Split Squat;https://youtu.be/pEZWYmpCzu8?si=i70Ip_o4npwew5bY;https://youtu.be/pEZWYmpCzu8?si=i70Ip_o4npwew5bY;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Dumbbell;1;Bench (Flat);1;Single Leg Supported;Single Arm;Continuous;Neutral;Front Rack;Continuous;Foot Elevated (Rear);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Ipsilateral;Bodybuilding
Clubbell Order March;0;0;Novice;Hip Flexors;Iliopsoas;Rectus Abdominis;Gluteus Medius;Clubbell;1;None;0;March;Double Arm;Continuous;Neutral;Order;Alternating;No Elevation;Single Exercise;Unsorted*;;;Sagittal Plane;;;Midsection;Other;Compound;Unilateral;Balance
Macebell Order Walking Lunge;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Macebell;1;None;0;Walking;Double Arm;Continuous;Neutral;Order;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Suspension Alternating Lateral Lunge;https://youtu.be/0bqrj4BimaI?si=03pxBE_5_ozxIivb;https://youtu.be/0bqrj4BimaI?si=03pxBE_5_ozxIivb;Beginner;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Suspension Trainer;1;None;0;Standing;Double Arm;Continuous;Neutral;Other;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bulgarian Bag Back Rack Alternating Lateral Lunge;https://youtu.be/fJePN1sD5ok?si=g-YYXG1x8L53Vuv-;https://youtu.be/fJePN1sD5ok?si=g-YYXG1x8L53Vuv-;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Bulgarian Bag;1;None;0;Standing;Double Arm;Continuous;Neutral;Back Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bulgarian Bag Back Rack Walking Lunge;https://youtu.be/FNr5JBGrJTU?si=bn24rl-sBOt5WTfx;https://youtu.be/FNr5JBGrJTU?si=bn24rl-sBOt5WTfx;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Bulgarian Bag;1;None;0;Walking;Double Arm;Continuous;Neutral;Back Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bulgarian Bag Back Rack Alternating Forward Lunge;https://youtu.be/a8y1Qwir7YQ?si=izeBmxPLl4E0ekvy;https://youtu.be/a8y1Qwir7YQ?si=izeBmxPLl4E0ekvy;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Bulgarian Bag;1;None;0;Standing;Double Arm;Continuous;Neutral;Back Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Heavy Sandbag Bear Hug Alternating Lateral Lunge;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Heavy Sandbag;1;None;0;Standing;Double Arm;Continuous;Neutral;Bear Hug;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Unsorted*
Heavy Sandbag Shoulder Alternating Lateral Lunge;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Heavy Sandbag;1;None;0;Standing;Double Arm;Continuous;Neutral;Shoulder;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Unsorted*
Sandbag Front Rack Alternating Lateral Lunge;https://youtu.be/0el8H9fy3g0?si=BdlZ75xoh6Xq1wpJ;https://youtu.be/0el8H9fy3g0?si=BdlZ75xoh6Xq1wpJ;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Sandbag;1;None;0;Standing;Double Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Sandbag Front Rack Walking Lunge;https://youtu.be/mGwXPP-QKko?si=pUfEZOZPOOYaTV3n;https://youtu.be/mGwXPP-QKko?si=pUfEZOZPOOYaTV3n;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Sandbag;1;None;0;Walking;Double Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Sandbag Front Rack Alternating Forward Lunge;https://youtu.be/1L2HnCKmsRs?si=fIVyc7oXYDkkRzgJ;https://youtu.be/1L2HnCKmsRs?si=fIVyc7oXYDkkRzgJ;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Sandbag;1;None;0;Standing;Double Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Sandbag Front Rack Alternating Reverse Lunge;https://youtu.be/SJe_O4NPU-E?si=OKoj1OGsurlSWTEA;https://youtu.be/SJe_O4NPU-E?si=OKoj1OGsurlSWTEA;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Sandbag;1;None;0;Standing;Double Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Plate Overhead Walking Lunge;https://youtu.be/hVIaVvyY-H8?si=HsyRlDh-j--gHbsk;https://youtu.be/hVIaVvyY-H8?si=HsyRlDh-j--gHbsk;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Weight Plate;1;None;0;Walking;Double Arm;Continuous;Neutral;Overhead;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Plate Overhead Alternating Lateral Lunge;0;0;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Weight Plate;1;None;0;Standing;Double Arm;Continuous;Neutral;Overhead;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Plate Overhead Alternating Forward Lunge;https://youtu.be/k6pHuYm2nV8?si=ttotAgiXtgPihuX3;https://youtu.be/k6pHuYm2nV8?si=ttotAgiXtgPihuX3;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Weight Plate;1;None;0;Standing;Double Arm;Continuous;Neutral;Overhead;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Plate Overhead Alternating Reverse Lunge;https://youtu.be/X5UicuSpd-g?si=vkWg2RXcC-HFi6Pk;https://youtu.be/X5UicuSpd-g?si=vkWg2RXcC-HFi6Pk;Intermediate;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Weight Plate;1;None;0;Standing;Double Arm;Continuous;Neutral;Overhead;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Barbell Single Leg Standing Bent Knee Overhead Press;0;0;Expert;Shoulders;Anterior Deltoids;Triceps Brachii;;Barbell;1;None;0;Single Leg Standing Bent Knee;Double Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Unilateral;Balance
Single Arm Barbell Single Leg Standing Bent Knee Contralateral Overhead Press ;0;0;Expert;Shoulders;Anterior Deltoids;Rectus Abdominis;;Barbell;1;None;0;Single Leg Standing Bent Knee;Single Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Contralateral;Balance
Bodyweight Tuck Planche;https://youtu.be/VFYZh24e0RI?si=_Vjvy9tWBn4nc7l_;https://youtu.be/VFYZh24e0RI?si=_Vjvy9tWBn4nc7l_;Advanced;Abdominals;Rectus Abdominis;Biceps Brachii;;Bodyweight;1;None;0;Other;Double Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Single Arm Barbell Single Leg Standing Bent Knee Ipsilateral Overhead Press;0;0;Expert;Shoulders;Anterior Deltoids;Rectus Abdominis;;Barbell;1;None;0;Single Leg Standing Bent Knee;Single Arm;Continuous;Pronated;Overhead;Continuous;No Elevation;Single Exercise;Vertical Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Ipsilateral;Balance
Double Kettlebell Push Up to L Sit;https://youtu.be/V-157r2C-qU;https://youtu.be/V-157r2C-qU;Expert;Chest;Pectoralis Major;Rectus Abdominis;;Kettlebell;2;None;0;Prone;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Combo Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Bar L Sit Hang;https://youtu.be/WHi1bvZLwlw?si=NKvlsqG8aI-wDQfJ;https://youtu.be/WHi1bvZLwlw?si=NKvlsqG8aI-wDQfJ;Intermediate;Abdominals;Rectus Abdominis;;;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Ring L Sit Hang;https://youtu.be/8DMns2IRlg4?si=hbMMsP9DfSOthR7b;https://youtu.be/8DMns2IRlg4?si=hbMMsP9DfSOthR7b;Intermediate;Abdominals;Rectus Abdominis;;;Gymnastic Rings;2;None;0;Hanging;Double Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Single Arm Bar L Sit Hang;https://youtu.be/HvdS2ClV9KU?feature=shared;https://youtu.be/HvdS2ClV9KU?feature=shared;Advanced;Abdominals;Rectus Abdominis;;;Pull Up Bar;1;None;0;Hanging;Single Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Unilateral;Calisthenics
Single Arm Ring L Sit Hang;https://youtu.be/_o_4N2yJwAw?si=Hum3bBKngYoqfDUc;https://youtu.be/_o_4N2yJwAw?si=Hum3bBKngYoqfDUc;Advanced;Abdominals;Rectus Abdominis;;;Gymnastic Rings;1;None;0;Hanging;Single Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Unilateral;Calisthenics
Single Arm Kettlebell Suitcase Alternating Reverse Lunge;https://youtu.be/CQR7UUijw38?si=ncO4L8hVq2h4htQQ;https://youtu.be/CQR7UUijw38?si=ncO4L8hVq2h4htQQ;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Kettlebell;1;None;0;Standing;Single Arm;Continuous;Neutral;Suitcase;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Parallette L Sit Flutter Kicks;https://youtu.be/zDRj6Sw6tw8?si=Fp368ZWQaw_YDQay;https://youtu.be/zDRj6Sw6tw8?si=Fp368ZWQaw_YDQay;Advanced;Abdominals;Rectus Abdominis;;;Parallette Bars;2;None;0;L Sit;Double Arm;Continuous;Neutral;No Load;Alternating;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Unilateral;Calisthenics
Bodyweight Single Arm Contralateral Single Leg Push Up;https://youtu.be/I6f7uUmozDY;https://youtu.be/I6f7uUmozDY;Expert;Chest;Pectoralis Major;Rectus Abdominis;;Bodyweight;1;None;0;Prone;Single Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Contralateral;Calisthenics
Parallette Tuck Planche Push Up;https://youtu.be/hFHpQAqqMDA;https://youtu.be/hFHpQAqqMDA;Expert;Chest;Pectoralis Major;Triceps Brachii;Rectus Abdominis;Parallette Bars;2;None;0;Other;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Single Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Ring Maltese Push Up;https://youtu.be/kpOpHoywVKU;https://youtu.be/kpOpHoywVKU;Expert;Chest;Pectoralis Major;Triceps Brachii;;Gymnastic Rings;2;None;0;Prone;Double Arm;Continuous;Supinated;No Load;Continuous;No Elevation;Single Exercise;Horizontal Push;;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Ring Tuck Planche Push Up;0;0;Expert;Chest;Pectoralis Major;Triceps Brachii;Rectus Abdominis;Gymnastic Rings;2;None;0;Other;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Single Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Parallette L Sit to Tuck Planche Push Up;0;0;Expert;Chest;Pectoralis Major;Triceps Brachii;Rectus Abdominis;Parallette Bars;2;None;0;Other;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Combo Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Ring L Sit to Tuck Planche Push Up;0;0;Expert;Chest;Pectoralis Major;Triceps Brachii;Rectus Abdominis;Gymnastic Rings;2;None;0;Other;Double Arm;Continuous;Neutral;No Load;Continuous;No Elevation;Combo Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Bar Advanced Tuck Front Lever Pull Up;https://youtu.be/cVdb8oUGKAw?si=tC4dDZ3QsBtE_4_m;https://youtu.be/cVdb8oUGKAw?si=tC4dDZ3QsBtE_4_m;Expert;Back;Latissimus Dorsi;;;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Horizontal Pull;;;Sagittal Plane;;;Upper Body;Pull;Compound;Bilateral;Calisthenics
Bar Gironda Sternum Chin Up;https://youtu.be/58QkcGVA12A?si=ddrndE8UqnvYVadB;https://youtu.be/58QkcGVA12A?si=ddrndE8UqnvYVadB;Expert;Biceps;Biceps Brachii;Latissimus Dorsi;;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;Supinated;No Load;Continuous;No Elevation;Single Exercise;Vertical Pull;;;Sagittal Plane;;;Upper Body;Pull;Compound;Bilateral;Calisthenics
Bar L Sit Archer Pull Up;0;0;Expert;Back;Latissimus Dorsi;Biceps Brachii;;Pull Up Bar;1;None;0;Hanging;Double Arm;Alternating;Pronated;No Load;Continuous;No Elevation;Single Exercise;Vertical Pull;;;Frontal Plane;Sagittal Plane;;Upper Body;Pull;Compound;Unilateral;Calisthenics
Bar Straddle Front Lever Pull Up;0;0;Expert;Back;Latissimus Dorsi;;;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Horizontal Pull;;;Sagittal Plane;;;Upper Body;Pull;Compound;Bilateral;Calisthenics
Bar Strict Muscle Up;https://youtu.be/t8_M2aHiNDk?si=s9zri6LcdUJrvwbV;https://youtu.be/t8_M2aHiNDk?si=s9zri6LcdUJrvwbV;Expert;Back;Latissimus Dorsi;Triceps Brachii;Biceps Brachii;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;False Grip;No Load;Continuous;No Elevation;Single Exercise;Vertical Pull;Vertical Push;;Sagittal Plane;;;Upper Body;Push & Pull;Compound;Bilateral;Calisthenics
Bar Tuck Front Lever Pull Up;0;0;Expert;Back;Latissimus Dorsi;Triceps Brachii;;Pull Up Bar;1;None;0;Hanging;Double Arm;Continuous;Pronated;No Load;Continuous;No Elevation;Single Exercise;Horizontal Pull;;;Sagittal Plane;;;Upper Body;Pull;Compound;Bilateral;Calisthenics
Bodyweight Tuck Planche Push Up;https://youtu.be/U-MgWVM_2-Y?si=-XnkVL5OAVXtyCPu;https://youtu.be/U-MgWVM_2-Y?si=-XnkVL5OAVXtyCPu;Expert;Chest;Pectoralis Major;Triceps Brachii;Rectus Abdominis;Bodyweight;1;None;0;Other;Double Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Horizontal Push;Isometric Hold;;Sagittal Plane;;;Upper Body;Push;Compound;Bilateral;Calisthenics
Double Clubbell Asynchronous Mill;https://youtu.be/2t7u5sapU1Q?si=KigwClnysDsb8CGJ;https://youtu.be/2t7u5sapU1Q?si=KigwClnysDsb8CGJ;Expert;Shoulders;Posterior Deltoids;Gluteus Maximus;Obliques;Clubbell;2;None;0;Standing;Double Arm;Alternating;Neutral;Behind Back;Continuous;No Elevation;Single Exercise;Rotational;;;Transverse Plane;;;Upper Body;Pull;Compound;Unilateral;Ballistics
Clubbell Order Step Up;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Clubbell;1;Plyo Box;1;Standing;Double Arm;Continuous;Neutral;Order;Continuous;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Clubbell Order Alternating Step Up;0;0;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Clubbell;1;Plyo Box;1;Standing;Double Arm;Continuous;Neutral;Order;Alternating;Foot Elevated (Front);Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Bodyweight L Sit;https://youtu.be/pO4BH0dKCIY?si=qKwpWcDltQZ0K61z;https://youtu.be/pO4BH0dKCIY?si=qKwpWcDltQZ0K61z;Expert;Abdominals;Rectus Abdominis;;;Bodyweight;1;None;0;L Sit;Double Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Bilateral;Calisthenics
Bodyweight Single Arm L Sit;https://youtu.be/l-7PDo_nf-c?si=SV8BnhirXI2QflsN;https://youtu.be/l-7PDo_nf-c?si=SV8BnhirXI2QflsN;Master;Abdominals;Rectus Abdominis;;;Bodyweight;1;None;0;L Sit;Single Arm;Continuous;Flat Palm;No Load;Continuous;No Elevation;Single Exercise;Isometric Hold;;;Sagittal Plane;;;Midsection;Other;Compound;Unilateral;Calisthenics
Alternating Single Arm Kettlebell Low Hold Alternating Lateral Lunge;https://youtu.be/X8I4Uq4QgYE?si=0ZNJz2TPEC0nSZaa;https://youtu.be/X8I4Uq4QgYE?si=0ZNJz2TPEC0nSZaa;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Kettlebell;1;None;0;Standing;Single Arm;Alternating;Neutral;Low Hold;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Kettlebell Front Rack Alternating Lateral Lunge;https://youtu.be/vVElqek25fI?si=4-FGE3vFSRTkYdG4;https://youtu.be/vVElqek25fI?si=4-FGE3vFSRTkYdG4;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Adductor Magnus;Kettlebell;1;None;0;Standing;Single Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Frontal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
Single Arm Kettlebell Front Rack Alternating Forward Lunge;https://youtu.be/oOB02xJgzrA?si=IO-ooFFstcNesTGD;https://youtu.be/oOB02xJgzrA?si=IO-ooFFstcNesTGD;Novice;Quadriceps;Quadriceps Femoris;Gluteus Maximus;Biceps Femoris;Kettlebell;1;None;0;Standing;Single Arm;Continuous;Neutral;Front Rack;Alternating;No Elevation;Single Exercise;Knee Dominant;;;Sagittal Plane;;;Lower Body;Push;Compound;Unilateral;Bodybuilding
